Date,flat_rate
2012/5/13,54.78947
2012/5/14,54.89474
2012/5/15,54.78947
2012/5/16,54.42105
2012/5/17,52.89474
2012/5/18,52.15789
2012/5/19,51.73684
2012/5/20,51
2012/5/21,50.89474
2012/5/22,50.78947
2012/5/23,50.21053
2012/5/24,47.84211
2012/5/25,45.42105
2012/5/26,45
2012/5/27,44.89474
2012/5/28,44.78947
2012/5/29,44.68421
2012/5/30,44.57895
2012/5/31,44.36842
2012/6/1,42.57895
2012/6/2,41.10526
2012/6/3,40.15789
2012/6/4,38.68421
2012/6/5,37.84211
2012/6/6,37.73684
2012/6/7,37.73684
2012/6/8,37.21053
2012/6/9,37.63158
2012/6/10,37.73684
2012/6/11,37.84211
2012/6/12,38.57895
2012/6/13,39.42105
2012/6/14,39.84211
2012/6/15,39.52632
2012/6/16,39
2012/6/17,38.68421
2012/6/18,38.57895
2012/6/19,38.26316
2012/6/20,37.73684
2012/6/21,37.42105
2012/6/22,37
2012/6/23,36.52632
2012/6/24,36.36842
2012/6/25,35.63158
2012/6/26,34.57895
2012/6/27,33.21053
2012/6/28,32.89474
2012/6/29,32.78947
2012/6/30,32.78947
2012/7/1,32.78947
2012/7/2,32.78947
2012/7/3,32.05263
2012/7/4,31.42105
2012/7/5,31.10526
2012/7/6,31
2012/7/7,31
2012/7/8,31.10526
2012/7/9,31.10526
2012/7/10,31
2012/7/11,30.89474
2012/7/12,30.78947
2012/7/13,30.89474
2012/7/14,30.89474
2012/7/15,30.89474
2012/7/16,31.10526
2012/7/17,31.42105
2012/7/18,31.42105
2012/7/19,31.31579
2012/7/20,31.31579
2012/7/21,31.42105
2012/7/22,31.52632
2012/7/23,31.57895
2012/7/24,31.42105
2012/7/25,31.31579
2012/7/26,31.21053
2012/7/27,31.31579
2012/7/28,31.42105
2012/7/29,31.73684
2012/7/30,32.57895
2012/7/31,33.94737
2012/8/1,33.94737
2012/8/2,34.05263
2012/8/3,33.94737
2012/8/4,33.73684
2012/8/5,33.52632
2012/8/6,33.52632
2012/8/7,33.31579
2012/8/8,33
2012/8/9,33.26316
2012/8/10,33.31579
2012/8/11,33.42105
2012/8/12,33.42105
2012/8/13,33.42105
2012/8/14,33.21053
2012/8/15,33
2012/8/16,33
2012/8/17,33
2012/8/18,33.10526
2012/8/19,33.10526
2012/8/20,33
2012/8/21,32.89474
2012/8/22,32.89474
2012/8/23,33.10526
2012/8/24,33.26316
2012/8/25,33.42105
2012/8/26,34.57895
2012/8/27,34.94737
2012/8/28,36.15789
2012/8/29,36.47368
2012/8/30,36.47368
2012/8/31,36.57895
2012/9/1,36.57895
2012/9/2,36.57895
2012/9/3,36.36842
2012/9/4,36.57895
2012/9/5,36.68421
2012/9/6,36.68421
2012/9/7,36.78947
2012/9/8,36.68421
2012/9/9,36.57895
2012/9/10,36.26316
2012/9/11,36.26316
2012/9/12,36.15789
2012/9/13,35.84211
2012/9/14,35.63158
2012/9/15,34.78947
2012/9/16,33.63158
2012/9/17,33.52632
2012/9/18,33.21053
2012/9/19,33.21053
2012/9/20,33.31579
2012/9/21,33.36842
2012/9/22,33.47368
2012/9/23,32.89474
2012/9/24,32.57895
2012/9/25,32.47368
2012/9/26,32.36842
2012/9/27,32.36842
2012/9/28,32.36842
2012/9/29,32.57895
2012/9/30,32.68421
2012/10/1,32.78947
2012/10/2,32.78947
2012/10/3,32.78947
2012/10/4,32.89474
2012/10/5,32.89474
2012/10/6,33
2012/10/7,33.21053
2012/10/8,33.21053
2012/10/9,33.42105
2012/10/10,33.52632
2012/10/11,33.73684
2012/10/12,33.78947
2012/10/13,33.84211
2012/10/14,33.63158
2012/10/15,33.63158
2012/10/16,33.63158
2012/10/17,33.57895
2012/10/18,33.52632
2012/10/19,33.42105
2012/10/20,33.42105
2012/10/21,33.42105
2012/10/22,32.89474
2012/10/23,32.78947
2012/10/24,32.89474
2012/10/25,32.89474
2012/10/26,33
2012/10/27,33.68421
2012/10/28,34.36842
2012/10/29,36.78947
2012/10/30,37.15789
2012/10/31,37.21053
2012/11/1,37.73684
2012/11/2,40.42105
2012/11/3,45
2012/11/4,45.57895
2012/11/5,46.47368
2012/11/6,48.10526
2012/11/7,50.47368
2012/11/8,50.78947
2012/11/9,51
2012/11/10,50.89474
2012/11/11,50.47368
2012/11/12,50.36842
2012/11/13,50
2012/11/14,49.42105
2012/11/15,48.21053
2012/11/16,44.57895
2012/11/17,44.05263
2012/11/18,43.84211
2012/11/19,43.73684
2012/11/20,43.73684
2012/11/21,43.73684
2012/11/22,43.73684
2012/11/23,43.63158
2012/11/24,43.36842
2012/11/25,43.10526
2012/11/26,42.68421
2012/11/27,42.47368
2012/11/28,42.26316
2012/11/29,42.10526
2012/11/30,42.21053
2012/12/1,42.63158
2012/12/2,43
2012/12/3,43.10526
2012/12/4,43.31579
2012/12/5,43.73684
2012/12/6,43.84211
2012/12/7,44.84211
2012/12/8,44.78947
2012/12/9,44.47368
2012/12/10,44.36842
2012/12/11,44.36842
2012/12/12,44.15789
2012/12/13,44.05263
2012/12/14,43.94737
2012/12/15,43.63158
2012/12/16,43.42105
2012/12/17,43.21053
2012/12/18,43.05263
2012/12/19,42.89474
2012/12/20,42.68421
2012/12/21,42.73684
2012/12/22,43
2012/12/23,43.10526
2012/12/24,43.10526
2012/12/25,43.10526
2012/12/26,43.10526
2012/12/27,42.89474
2012/12/28,42.57895
2012/12/29,42.57895
2012/12/30,42.47368
2012/12/31,42.36842
2013/1/1,45.49251
2013/1/2,45.61924
2013/1/3,45.99942
2013/1/4,45.8727
2013/1/5,45.93606
2013/1/6,45.93606
2013/1/7,45.74597
2013/1/8,45.80933
2013/1/9,45.36578
2013/1/10,45.42915
2013/1/11,45.30242
2013/1/12,45.36578
2013/1/13,45.11233
2013/1/14,44.85887
2013/1/15,44.92223
2013/1/16,43.81337
2013/1/17,43.43318
2013/1/18,42.64113
2013/1/19,42.70449
2013/1/20,42.26094
2013/1/21,41.21544
2013/1/22,38.8076
2013/1/23,34.84735
2013/1/24,34.97408
2013/1/25,32.88306
2013/1/26,32.88306
2013/1/27,32.75634
2013/1/28,32.56625
2013/1/29,32.78802
2013/1/30,33.32661
2013/1/31,33.3583
2013/2/1,33.38998
2013/2/2,33.73848
2013/2/3,33.77016
2013/2/4,33.92857
2013/2/5,33.86521
2013/2/6,33.38998
2013/2/7,33.3583
2013/2/8,33.26325
2013/2/9,33.3583
2013/2/10,33.38998
2013/2/11,33.48502
2013/2/12,33.5167
2013/2/13,33.45334
2013/2/14,33.19989
2013/2/15,33.73848
2013/2/16,33.89689
2013/2/17,33.83353
2013/2/18,34.02362
2013/2/19,35.22754
2013/2/20,35.95622
2013/2/21,36.08295
2013/2/22,36.11463
2013/2/23,36.11463
2013/2/24,35.9879
2013/2/25,35.41763
2013/2/26,35.48099
2013/2/27,34.65726
2013/2/28,34.4038
2013/3/1,34.59389
2013/3/2,34.4038
2013/3/3,34.59389
2013/3/4,34.4038
2013/3/5,34.68894
2013/3/6,34.91071
2013/3/7,34.78399
2013/3/8,34.91071
2013/3/9,35.2909
2013/3/10,35.2909
2013/3/11,35.67108
2013/3/12,36.05127
2013/3/13,36.24136
2013/3/14,36.30472
2013/3/15,36.30472
2013/3/16,36.81163
2013/3/17,37.06509
2013/3/18,37.00173
2013/3/19,37.79378
2013/3/20,39.15611
2013/3/21,39.66302
2013/3/22,38.96601
2013/3/23,38.77592
2013/3/24,38.4591
2013/3/25,38.1106
2013/3/26,36.93837
2013/3/27,36.77995
2013/3/28,36.55818
2013/3/29,35.92454
2013/3/30,35.82949
2013/3/31,35.41763
2013/4/1,35.03744
2013/4/2,35.10081
2013/4/3,34.27707
2013/4/4,34.15034
2013/4/5,34.21371
2013/4/6,34.08698
2013/4/7,33.77016
2013/4/8,33.38998
2013/4/9,32.94643
2013/4/10,32.94643
2013/4/11,32.69297
2013/4/12,33.32661
2013/4/13,33.38998
2013/4/14,33.32661
2013/4/15,33.58007
2013/4/16,33.45334
2013/4/17,33.45334
2013/4/18,33.92857
2013/4/19,34.27707
2013/4/20,34.08698
2013/4/21,34.24539
2013/4/22,34.27707
2013/4/23,34.02362
2013/4/24,34.34044
2013/4/25,34.27707
2013/4/26,34.08698
2013/4/27,34.34044
2013/4/28,34.34044
2013/4/29,34.91071
2013/4/30,34.84735
2013/5/1,36.30472
2013/5/2,36.39977
2013/5/3,36.81163
2013/5/4,36.74827
2013/5/5,37.06509
2013/5/6,37.38191
2013/5/7,37.57201
2013/5/8,37.7621
2013/5/9,40.61348
2013/5/10,42.41935
2013/5/11,42.60945
2013/5/12,42.5144
2013/5/13,42.60945
2013/5/14,42.5144
2013/5/15,42.19758
2013/5/16,40.9303
2013/5/17,41.02534
2013/5/18,40.74021
2013/5/19,40.67684
2013/5/20,40.20161
2013/5/21,39.02938
2013/5/22,38.4591
2013/5/23,40.3917
2013/5/24,40.2333
2013/5/25,41.6273
2013/5/26,42.76786
2013/5/27,43.11636
2013/5/28,44.06682
2013/5/29,47.39343
2013/5/30,47.39343
2013/5/31,49.16763
2013/6/1,49.35772
2013/6/2,49.35772
2013/6/3,48.28053
2013/6/4,48.09044
2013/6/5,47.07661
2013/6/6,45.52419
2013/6/7,45.55587
2013/6/8,45.17569
2013/6/9,44.85887
2013/6/10,44.79551
2013/6/11,45.23906
2013/6/12,44.95392
2013/6/13,44.35196
2013/6/14,44.79551
2013/6/15,45.23906
2013/6/16,44.95392
2013/6/17,44.60542
2013/6/18,44.28859
2013/6/19,43.97178
2013/6/20,44.03514
2013/6/21,43.84505
2013/6/22,43.52822
2013/6/23,43.49654
2013/6/24,43.21141
2013/6/25,43.27477
2013/6/26,41.69067
2013/6/27,38.77592
2013/6/28,38.4591
2013/6/29,38.20565
2013/6/30,38.20565
2013/7/1,39.3462
2013/7/2,40.61348
2013/7/3,43.33813
2013/7/4,43.4015
2013/7/5,48.47062
2013/7/6,49.99136
2013/7/7,50.81509
2013/7/8,51.19528
2013/7/9,51.13191
2013/7/10,51.25864
2013/7/11,50.24482
2013/7/12,49.42108
2013/7/13,47.90034
2013/7/14,47.96371
2013/7/15,47.39343
2013/7/16,45.11233
2013/7/17,44.95392
2013/7/18,42.95795
2013/7/19,42.83122
2013/7/20,42.5144
2013/7/21,42.10254
2013/7/22,41.31048
2013/7/23,40.48675
2013/7/24,39.40956
2013/7/25,39.50461
2013/7/26,39.28283
2013/7/27,39.09274
2013/7/28,38.55415
2013/7/29,38.52246
2013/7/30,38.23733
2013/7/31,36.93837
2013/8/1,36.36809
2013/8/2,36.24136
2013/8/3,36.17799
2013/8/4,36.30472
2013/8/5,36.30472
2013/8/6,36.05127
2013/8/7,36.05127
2013/8/8,35.95622
2013/8/9,35.89286
2013/8/10,35.6394
2013/8/11,35.54435
2013/8/12,35.16417
2013/8/13,34.4038
2013/8/14,34.4038
2013/8/15,34.21371
2013/8/16,34.21371
2013/8/17,34.30875
2013/8/18,34.4038
2013/8/19,34.21371
2013/8/20,34.21371
2013/8/21,34.11866
2013/8/22,33.83353
2013/8/23,34.0553
2013/8/24,34.02362
2013/8/25,33.86521
2013/8/26,33.83353
2013/8/27,33.64343
2013/8/28,33.5167
2013/8/29,33.32661
2013/8/30,33.19989
2013/8/31,33.23157
2013/9/1,33.7068
2013/9/2,34.02362
2013/9/3,33.89689
2013/9/4,34.7523
2013/9/5,35.73445
2013/9/6,35.54435
2013/9/7,34.97408
2013/9/8,35.03744
2013/9/9,35.13249
2013/9/10,35.22754
2013/9/11,35.10081
2013/9/12,35.41763
2013/9/13,35.35426
2013/9/14,35.22754
2013/9/15,35.25922
2013/9/16,35.41763
2013/9/17,35.16417
2013/9/18,35.92454
2013/9/19,36.08295
2013/9/20,36.46313
2013/9/21,36.68491
2013/9/22,36.68491
2013/9/23,36.93837
2013/9/24,37.06509
2013/9/25,37.00173
2013/9/26,37.88882
2013/9/27,37.82546
2013/9/28,37.41359
2013/9/29,37.38191
2013/9/30,37.63537
2013/10/1,37.82546
2013/10/2,38.39574
2013/10/3,38.77592
2013/10/4,38.83929
2013/10/5,39.02938
2013/10/6,39.06106
2013/10/7,39.21947
2013/10/8,39.3462
2013/10/9,39.97984
2013/10/10,39.91647
2013/10/11,40.48675
2013/10/12,40.10657
2013/10/13,40.07489
2013/10/14,39.91647
2013/10/15,40.01152
2013/10/16,40.10657
2013/10/17,41.31048
2013/10/18,42.26094
2013/10/19,43.59159
2013/10/20,43.59159
2013/10/21,43.84505
2013/10/22,44.00346
2013/10/23,44.19355
2013/10/24,44.32028
2013/10/25,44.60542
2013/10/26,45.17569
2013/10/27,45.74597
2013/10/28,46.09447
2013/10/29,45.93606
2013/10/30,46.18952
2013/10/31,46.25288
2013/11/1,46.31625
2013/11/2,49.16763
2013/11/3,50.94182
2013/11/4,55.50403
2013/11/5,56.20104
2013/11/6,56.70795
2013/11/7,57.1515
2013/11/8,59.24251
2013/11/9,60.41475
2013/11/10,61.9038
2013/11/11,63.17108
2013/11/12,63.23445
2013/11/13,63.29781
2013/11/14,63.61463
2013/11/15,64.18491
2013/11/16,63.93145
2013/11/17,65.64228
2013/11/18,65.70564
2013/11/19,67.16302
2013/11/20,67.44816
2013/11/21,67.73329
2013/11/22,68.49366
2013/11/23,68.68375
2013/11/24,68.36694
2013/11/25,68.30357
2013/11/26,68.30357
2013/11/27,67.76498
2013/11/28,66.65611
2013/11/29,66.59274
2013/11/30,66.4977
2013/12/1,66.65611
2013/12/2,66.8462
2013/12/3,67.28975
2013/12/4,67.41647
2013/12/5,67.60657
2013/12/6,68.05012
2013/12/7,67.92339
2013/12/8,67.16302
2013/12/9,66.65611
2013/12/10,66.14919
2013/12/11,65.89574
2013/12/12,65.32546
2013/12/13,64.81855
2013/12/14,65.38882
2013/12/15,65.57892
2013/12/16,66.11751
2013/12/17,66.59274
2013/12/18,66.52938
2013/12/19,66.97292
2013/12/20,67.35311
2013/12/21,66.59274
2013/12/22,65.32546
2013/12/23,65.38882
2013/12/24,65.07201
2013/12/25,64.62846
2013/12/26,64.43836
2013/12/27,63.74136
2013/12/28,63.74136
2013/12/29,63.29781
2013/12/30,62.7909
2013/12/31,61.71371
2014/1/1,61.27016
2014/1/2,61.27016
2014/1/3,60.3197
2014/1/4,60.3197
2014/1/5,59.84447
2014/1/6,58.48214
2014/1/7,56.96141
2014/1/8,56.96141
2014/1/9,53.28629
2014/1/10,53.38134
2014/1/11,49.99136
2014/1/12,45.17569
2014/1/13,42.76786
2014/1/14,42.00749
2014/1/15,41.94413
2014/1/16,41.56394
2014/1/17,43.84505
2014/1/18,50.87846
2014/1/19,54.93375
2014/1/20,64.88191
2014/1/21,66.78284
2014/1/22,69.09562
2014/1/23,70.42627
2014/1/24,72.54897
2014/1/25,70.42627
2014/1/26,70.45795
2014/1/27,65.45219
2014/1/28,63.23445
2014/1/29,60.63652
2014/1/30,54.93375
2014/1/31,51.54378
2014/2/1,43.14804
2014/2/2,41.69067
2014/2/3,41.88076
2014/2/4,41.50058
2014/2/5,41.69067
2014/2/6,44.22523
2014/2/7,47.2667
2014/2/8,47.90034
2014/2/9,48.81913
2014/2/10,49.86463
2014/2/11,50.46659
2014/2/12,51.57546
2014/2/13,52.05069
2014/2/14,61.71371
2014/2/15,61.65034
2014/2/16,63.61463
2014/2/17,63.55127
2014/2/18,63.74136
2014/2/19,64.05818
2014/2/20,64.43836
2014/2/21,64.50173
2014/2/22,62.03053
2014/2/23,61.2068
2014/2/24,58.86233
2014/2/25,56.96141
2014/2/26,56.54954
2014/2/27,55.18721
2014/2/28,55.0288
2014/3/1,54.39516
2014/3/2,53.15956
2014/3/3,51.63882
2014/3/4,51.57546
2014/3/5,51.5121
2014/3/6,51.13191
2014/3/7,50.30818
2014/3/8,49.67454
2014/3/9,49.80127
2014/3/10,47.58353
2014/3/11,47.58353
2014/3/12,47.2667
2014/3/13,44.79551
2014/3/14,44.9856
2014/3/15,42.76786
2014/3/16,41.88076
2014/3/17,41.75403
2014/3/18,41.56394
2014/3/19,41.75403
2014/3/20,41.75403
2014/3/21,42.00749
2014/3/22,41.75403
2014/3/23,39.97984
2014/3/24,39.37788
2014/3/25,38.58583
2014/3/26,38.14228
2014/3/27,38.01555
2014/3/28,37.7621
2014/3/29,37.57201
2014/3/30,37.31855
2014/3/31,37.19182
2014/4/1,37.25518
2014/4/2,37.50864
2014/4/3,37.38191
2014/4/4,38.20565
2014/4/5,38.14228
2014/4/6,38.49078
2014/4/7,38.83929
2014/4/8,40.2333
2014/4/9,40.29666
2014/4/10,40.48675
2014/4/11,41.75403
2014/4/12,41.88076
2014/4/13,41.94413
2014/4/14,41.75403
2014/4/15,41.31048
2014/4/16,41.18375
2014/4/17,40.96198
2014/4/18,40.77189
2014/4/19,40.80357
2014/4/20,40.61348
2014/4/21,40.64516
2014/4/22,40.61348
2014/4/23,40.61348
2014/4/24,40.51843
2014/4/25,40.55011
2014/4/26,39.97984
2014/4/27,39.59966
2014/4/28,39.3462
2014/4/29,39.47293
2014/4/30,39.28283
2014/5/1,38.90265
2014/5/2,38.68087
2014/5/3,38.49078
2014/5/4,38.14228
2014/5/5,38.33237
2014/5/6,38.14228
2014/5/7,38.20565
2014/5/8,38.4591
2014/5/9,38.33237
2014/5/10,38.01555
2014/5/11,38.01555
2014/5/12,37.06509
2014/5/13,37.00173
2014/5/14,36.93837
2014/5/15,36.875
2014/5/16,36.875
2014/5/17,36.11463
2014/5/18,34.15034
2014/5/19,33.86521
2014/5/20,33.80184
2014/5/21,33.64343
2014/5/22,33.80184
2014/5/23,33.83353
2014/5/24,33.58007
2014/5/25,33.5167
2014/5/26,33.48502
2014/5/27,33.42166
2014/5/28,33.32661
2014/5/29,33.32661
2014/5/30,33.42166
2014/5/31,33.45334
2014/6/1,33.00979
2014/6/2,32.88306
2014/6/3,32.18606
2014/6/4,32.31279
2014/6/5,32.18606
2014/6/6,32.4712
2014/6/7,32.78802
2014/6/8,33.1682
2014/6/9,33.19989
2014/6/10,34.65726
2014/6/11,35.16417
2014/6/12,35.10081
2014/6/13,36.24136
2014/6/14,37.50864
2014/6/15,37.69873
2014/6/16,37.88882
2014/6/17,37.82546
2014/6/18,37.7621
2014/6/19,37.69873
2014/6/20,37.28687
2014/6/21,36.30472
2014/6/22,36.74827
2014/6/23,37.57201
2014/6/24,38.39574
2014/6/25,38.83929
2014/6/26,39.66302
2014/6/27,39.97984
2014/6/28,49.92799
2014/6/29,49.7379
2014/6/30,49.80127
2014/7/1,49.89631
2014/7/2,49.80127
2014/7/3,49.99136
2014/7/4,49.57949
2014/7/5,48.85081
2014/7/6,48.59735
2014/7/7,48.40726
2014/7/8,47.96371
2014/7/9,48.47062
2014/7/10,48.62903
2014/7/11,49.32604
2014/7/12,49.86463
2014/7/13,49.86463
2014/7/14,49.61118
2014/7/15,49.86463
2014/7/16,49.54781
2014/7/17,48.94585
2014/7/18,48.18548
2014/7/19,46.37961
2014/7/20,46.18952
2014/7/21,45.84101
2014/7/22,45.36578
2014/7/23,45.42915
2014/7/24,45.27074
2014/7/25,45.11233
2014/7/26,46.28456
2014/7/27,49.99136
2014/7/28,49.92799
2014/7/29,52.96947
2014/7/30,54.11002
2014/7/31,53.85657
2014/8/1,54.04666
2014/8/2,49.99136
2014/8/3,47.71025
2014/8/4,47.99539
2014/8/5,45.74597
2014/8/6,43.94009
2014/8/7,43.78168
2014/8/8,42.5144
2014/8/9,42.19758
2014/8/10,41.05703
2014/8/11,41.50058
2014/8/12,44.19355
2014/8/13,45.6826
2014/8/14,46.09447
2014/8/15,46.44297
2014/8/16,47.77362
2014/8/17,49.99136
2014/8/18,49.83295
2014/8/19,53.91993
2014/8/20,53.66647
2014/8/21,53.7932
2014/8/22,53.60311
2014/8/23,53.72984
2014/8/24,53.22293
2014/8/25,52.84274
2014/8/26,52.90611
2014/8/27,51.57546
2014/8/28,51.19528
2014/8/29,50.40322
2014/8/30,50.05472
2014/8/31,48.72408
2014/9/1,44.9856
2014/9/2,45.30242
2014/9/3,41.56394
2014/9/4,41.43721
2014/9/5,41.18375
2014/9/6,41.59562
2014/9/7,42.26094
2014/9/8,42.95795
2014/9/9,42.76786
2014/9/10,42.76786
2014/9/11,42.76786
2014/9/12,42.29263
2014/9/13,41.56394
2014/9/14,41.02534
2014/9/15,38.96601
2014/9/16,38.61751
2014/9/17,38.14228
2014/9/18,38.04723
2014/9/19,37.88882
2014/9/20,37.82546
2014/9/21,37.63537
2014/9/22,37.25518
2014/9/23,37.38191
2014/9/24,36.62154
2014/9/25,35.89286
2014/9/26,35.35426
2014/9/27,35.16417
2014/9/28,34.87903
2014/9/29,34.43548
2014/9/30,34.21371
2014/10/1,34.49885
2014/10/2,34.46717
2014/10/3,34.46717
2014/10/4,34.78399
2014/10/5,38.93433
2014/10/6,39.97984
2014/10/7,40.45507
2014/10/8,40.9303
2014/10/9,41.08871
2014/10/10,41.31048
2014/10/11,42.70449
2014/10/12,43.24309
2014/10/13,43.78168
2014/10/14,44.35196
2014/10/15,45.04896
2014/10/16,45.11233
2014/10/17,45.23906
2014/10/18,45.30242
2014/10/19,45.52419
2014/10/20,45.42915
2014/10/21,45.17569
2014/10/22,44.85887
2014/10/23,44.92223
2014/10/24,44.73214
2014/10/25,44.60542
2014/10/26,44.54205
2014/10/27,44.60542
2014/10/28,45.55587
2014/10/29,45.52419
2014/10/30,46.69643
2014/10/31,48.21717
2014/11/1,52.93779
2014/11/2,53.06452
2014/11/3,57.8485
2014/11/4,59.87615
2014/11/5,58.35542
2014/11/6,57.97523
2014/11/7,57.27822
2014/11/8,57.27822
2014/11/9,56.83468
2014/11/10,56.01094
2014/11/11,56.39113
2014/11/12,55.63076
2014/11/13,55.31394
2014/11/14,55.5674
2014/11/15,55.18721
2014/11/16,54.96544
2014/11/17,53.28629
2014/11/18,52.84274
2014/11/19,52.39919
2014/11/20,51.95565
2014/11/21,51.57546
2014/11/22,50.75173
2014/11/23,49.64286
2014/11/24,50.49827
2014/11/25,52.84274
2014/11/26,53.53975
2014/11/27,53.47638
2014/11/28,54.55357
2014/11/29,55.94758
2014/11/30,60.82661
2014/12/1,60.38306
2014/12/2,63.61463
2014/12/3,64.97696
2014/12/4,65.57892
2014/12/5,65.83237
2014/12/6,65.45219
2014/12/7,64.24827
2014/12/8,61.23848
2014/12/9,60.3197
2014/12/10,60.88998
2014/12/11,61.96717
2014/12/12,62.85426
2014/12/13,64.59677
2014/12/14,66.11751
2014/12/15,70.26786
2014/12/16,73.24596
2014/12/17,73.24596
2014/12/18,73.62615
2014/12/19,73.59447
2014/12/20,73.56279
2014/12/21,79.7091
2014/12/22,80.12096
2014/12/23,79.83583
2014/12/24,74.86175
2014/12/25,70.39458
2014/12/26,68.55703
2014/12/27,68.55703
2014/12/28,66.75115
2014/12/29,60.63652
2014/12/30,60.63652
2014/12/31,60.68715
2015/1/1,60.41782
2015/1/2,60.14848
2015/1/3,59.87914
2015/1/4,60.14848
2015/1/5,60.28315
2015/1/6,61.94406
2015/1/7,65.89434
2015/1/8,66.52279
2015/1/9,69.21616
2015/1/10,70.15884
2015/1/11,70.11395
2015/1/12,70.02417
2015/1/13,70.92196
2015/1/14,70.38329
2015/1/15,69.57528
2015/1/16,69.57528
2015/1/17,69.70995
2015/1/18,69.93439
2015/1/19,69.84461
2015/1/20,70.11395
2015/1/21,70.11395
2015/1/22,69.39572
2015/1/23,69.57528
2015/1/24,69.17127
2015/1/25,69.12638
2015/1/26,68.90193
2015/1/27,67.77969
2015/1/28,67.01657
2015/1/29,66.0739
2015/1/30,62.43785
2015/1/31,62.30318
2015/2/1,61.49517
2015/2/2,60.14848
2015/2/3,59.96892
2015/2/4,55.56975
2015/2/5,56.01865
2015/2/6,58.53246
2015/2/7,59.96892
2015/2/8,62.03384
2015/2/9,62.6174
2015/2/10,62.84185
2015/2/11,63.24586
2015/2/12,62.12362
2015/2/13,59.69958
2015/2/14,59.43025
2015/2/15,59.16091
2015/2/16,58.98135
2015/2/17,58.17334
2015/2/18,57.54489
2015/2/19,57.00621
2015/2/20,56.96133
2015/2/21,57.90401
2015/2/22,58.12845
2015/2/23,58.44268
2015/2/24,58.53246
2015/2/25,57.41022
2015/2/26,56.6471
2015/2/27,53.01105
2015/2/28,52.06837
2015/3/1,51.61948
2015/3/2,51.0808
2015/3/3,51.35014
2015/3/4,51.61948
2015/3/5,51.88881
2015/3/6,51.70926
2015/3/7,51.35014
2015/3/8,50.72168
2015/3/9,50.54213
2015/3/10,50.81146
2015/3/11,51.5297
2015/3/12,51.97859
2015/3/13,52.06837
2015/3/14,51.97859
2015/3/15,51.88881
2015/3/16,51.79903
